"description","value","TestID","R.Time","Matlab.Time"
"Type.in.OFFSET","01/04/1900 21:53:00","test33_HypoactiveHeidi",1900-01-04 21:53:00,1900-01-04 21:53:00
"Event3_type","01/00/1900 00:00:00","test33_HypoactiveHeidi",NA,NA
"Additional.Sync.Event.Start","01/00/1900 00:00:00","test33_HypoactiveHeidi",NA,NA
"Additional.Sync.Event.End","01/00/1900 00:00:00","test33_HypoactiveHeidi",NA,NA
"Time.of.water.entry","01/00/1900 00:00:00","test33_HypoactiveHeidi",NA,NA
"Recording.Duration_s","0","test33_HypoactiveHeidi",NA,NA
"Recording.Duration_days","0","test33_HypoactiveHeidi",NA,NA
"Recording.Duration_based.on.start.stop","7.971550926","test33_HypoactiveHeidi",NA,NA
"Extra.Sedation","0","test33_HypoactiveHeidi",NA,NA
"Reason","0","test33_HypoactiveHeidi",NA,NA
"Experiment.Duration_days.from.attachment.to.removal","4.831064815","test33_HypoactiveHeidi",NA,NA
"Pickup.Crew","0","test33_HypoactiveHeidi",NA,NA
"Attachment.Crew","R. Holser, J. Kendall-Bar, L. Keehan, A. Favilla, A. Lankow, R. Jones","test33_HypoactiveHeidi",NA,NA
"Release.Crew","R. Holser, J. Kendall-Bar, C. Kroeger","test33_HypoactiveHeidi",NA,NA
"Animal.Comment","0","test33_HypoactiveHeidi",NA,NA
"Begin.Calm.in.Water.for.ICA","04/22/2021 16:57:08","test33_HypoactiveHeidi",2021-04-22 16:57:08,2021-04-22 16:57:08
"End.Calm.in.Water.for.ICA","04/22/2021 17:08:30","test33_HypoactiveHeidi",2021-04-22 17:08:30,2021-04-22 17:08:30
"Duration.for.ICA","00:11:22","test33_HypoactiveHeidi",NA,NA
"Best.EOG.EMG.EEG","3,5,7,8","test33_HypoactiveHeidi",NA,NA
"ICA.Decomposition.Quality","Good","test33_HypoactiveHeidi",NA,NA
"ICA.Component.Maximal.Brain","9","test33_HypoactiveHeidi",NA,NA
"ICA.Component.Maximal.Heart","8","test33_HypoactiveHeidi",NA,NA
"Pruned.with.ICA.Components","1,2,3,4,8","test33_HypoactiveHeidi",NA,NA
"Channel.Configuration","[19 16 15 18 17 20 21 25 29]","test33_HypoactiveHeidi",NA,NA
"Attachment.Orientation","on its side","test33_HypoactiveHeidi",NA,NA
"Time.for.orientation","04/20/2021 18:02:09","test33_HypoactiveHeidi",2021-04-20 18:02:09,2021-04-20 18:02:09
"AccX.during.attachment","0.006329","test33_HypoactiveHeidi",NA,NA
"AccY.during.attachment","-1.00368","test33_HypoactiveHeidi",NA,NA
"AccZ.during.attachment","-0.0485","test33_HypoactiveHeidi",NA,NA
"Galumph.Start","04/20/2021 20:59:05","test33_HypoactiveHeidi",2021-04-20 20:59:05,2021-04-20 20:59:05
"Galumph.STOP","04/20/2021 20:59:15","test33_HypoactiveHeidi",2021-04-20 20:59:15,2021-04-20 20:59:15
"Recording.ID","WILD_1yr-juvenile","test34_IndolentIzzy",NA,NA
"Test.Number","34","test34_IndolentIzzy",NA,NA
"Deployment","12","test34_IndolentIzzy",NA,NA
"Seal.Number","21","test34_IndolentIzzy",NA,NA
"Sex","F","test34_IndolentIzzy",NA,NA
"Version","V3","test34_IndolentIzzy",NA,NA
"Age","(1,2]","test34_IndolentIzzy",NA,NA
"Age.Estimate","~1.2 years old","test34_IndolentIzzy",NA,NA
"Seal.ID","H938","test34_IndolentIzzy",NA,NA
"Pressed.Start.Logger","04/26/2021 16:54:00","test34_IndolentIzzy",2021-04-26 16:54:00,2021-04-26 16:54:00
"Logger.Start","04/26/2021 16:55:00","test34_IndolentIzzy",2021-04-26 16:55:00,2021-04-26 16:55:00
"Start.from.Real.Time.Clock","04/25/2021 16:55:02","test34_IndolentIzzy",2021-04-25 16:55:02,2021-04-25 16:55:02
"Start.for.EDF.Files","04/26/2021 16:55:02","test34_IndolentIzzy",2021-04-26 16:55:02,2021-04-26 16:55:02
"Duration_ON_ANIMAL_h","119.19","test34_IndolentIzzy",NA,NA
"ON.ANIMAL","04/27/2021 10:48:28","test34_IndolentIzzy",2021-04-27 10:48:28,2021-04-27 10:48:28
"OFF.ANIMAL","05/02/2021 09:59:41","test34_IndolentIzzy",2021-05-02 09:59:41,2021-05-02 09:59:41
"Attachment_InitialStick","04/27/2021 09:38:50","test34_IndolentIzzy",2021-04-27 09:38:50,2021-04-27 09:38:50
"Attachment_LastDose","04/27/2021 10:52:06","test34_IndolentIzzy",2021-04-27 10:52:06,2021-04-27 10:52:06
"Attachment_Cortisol","1.672","test34_IndolentIzzy",NA,NA
"Attachment_cv","0.16","test34_IndolentIzzy",NA,NA
"Removal_InitialStick","05/02/2021 09:35:23","test34_IndolentIzzy",2021-05-02 09:35:23,2021-05-02 09:35:23
"Removal_LastDose","05/02/2021 10:07:30","test34_IndolentIzzy",2021-05-02 10:07:30,2021-05-02 10:07:30
"Removal_Cortisol","4.123","test34_IndolentIzzy",NA,NA
"Removal_cv","1.25","test34_IndolentIzzy",NA,NA
"Electrodes.unplugged.from.logger_recorded.time","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"Electrodes.unplugged.from.logger_Video","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"Logger.Stop","05/02/2021 12:52:00","test34_IndolentIzzy",2021-05-02 12:52:00,2021-05-02 12:52:00
"Actual.Start.Time_CATS.toolbox","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"Actual.Start_TYPE","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"Logger.Used","L1","test34_IndolentIzzy",NA,NA
"SD.Card.Used","3","test34_IndolentIzzy",NA,NA
"Configuration.Notes","connector config.py Oversampling ""upside down"" protocol used","test34_IndolentIzzy",NA,NA
"Restarts.Present","0","test34_IndolentIzzy",NA,NA
"Number.of.Restarts","0","test34_IndolentIzzy",NA,NA
"X.factor.per.restart","0","test34_IndolentIzzy",NA,NA
"First.Restart.Seconds.Elapsed","0","test34_IndolentIzzy",NA,NA
"Last.Restart.Seconds.Elapsed","0","test34_IndolentIzzy",NA,NA
"First.Restart.Time","04/26/2021 16:55:00.000","test34_IndolentIzzy",2021-04-26 16:55:00,2021-04-26 16:55:00
"Last.Restart.Time","04/26/2021 16:55:00.000","test34_IndolentIzzy",2021-04-26 16:55:00,2021-04-26 16:55:00
"Device.Failure","No","test34_IndolentIzzy",NA,NA
"Mass.with.cage_kg","175","test34_IndolentIzzy",NA,NA
"Mass.cage_kg","18","test34_IndolentIzzy",NA,NA
"Mass.animal._kg","157","test34_IndolentIzzy",NA,NA
"Mass.animal.post.study_kg","0","test34_IndolentIzzy",NA,NA
"Flipper.Tag.1","GH938","test34_IndolentIzzy",NA,NA
"Position","R-iu-Si","test34_IndolentIzzy",NA,NA
"Flipper.Tag.2","GH939","test34_IndolentIzzy",NA,NA
"Position.1","L-ou-So","test34_IndolentIzzy",NA,NA
"Mark","H938","test34_IndolentIzzy",NA,NA
"Mark.Position","L,R","test34_IndolentIzzy",NA,NA
"Birth.date","0","test34_IndolentIzzy",NA,NA
"Wean.weight_kg","0","test34_IndolentIzzy",NA,NA
"Weaner.ID","0","test34_IndolentIzzy",NA,NA
"Wean.Standard.Length","0","test34_IndolentIzzy",NA,NA
"Wean.Ax.Girth","0","test34_IndolentIzzy",NA,NA
"Animal.ID","53848","test34_IndolentIzzy",NA,NA
"Deployment.Resight.ID","374824","test34_IndolentIzzy",NA,NA
"Recovery.Resight.ID","375131","test34_IndolentIzzy",NA,NA
"Deploy.ID","NESE0869ANNU","test34_IndolentIzzy",NA,NA
"Seal.ID.1","H938","test34_IndolentIzzy",NA,NA
"TOPP.ID","2021045","test34_IndolentIzzy",NA,NA
"Deploy.Time","04/26/2021 21:50:00","test34_IndolentIzzy",2021-04-26 21:50:00,2021-04-26 21:50:00
"Deploy.Latitude","36.95309","test34_IndolentIzzy",NA,NA
"Deploy.Longitude","-122.064361","test34_IndolentIzzy",NA,NA
"Initial.sedation.location","BBSU","test34_IndolentIzzy",NA,NA
"Attachment.Time..GMT.","04/27/2021 16:38:50","test34_IndolentIzzy",2021-04-27 16:38:50,2021-04-27 16:38:50
"Attachment.Latitude","37.114139","test34_IndolentIzzy",NA,NA
"Attachment.Longitude","-122.32883","test34_IndolentIzzy",NA,NA
"Recovery.procedure.location","BBN","test34_IndolentIzzy",NA,NA
"Recovery.Time..GMT.","05/02/2021 16:35:23","test34_IndolentIzzy",2021-05-02 16:35:23,2021-05-02 16:35:23
"Recovery.Latitude","37.118014","test34_IndolentIzzy",NA,NA
"Recovery.Longitude","-122.335574","test34_IndolentIzzy",NA,NA
"Blood","Yes","test34_IndolentIzzy",NA,NA
"Serum.banked.for.CORT","Yes","test34_IndolentIzzy",NA,NA
"Hematocrit","49 / 50 / 49 / 48","test34_IndolentIzzy",NA,NA
"Standard.Length","170","test34_IndolentIzzy",NA,NA
"Curved.Length","191","test34_IndolentIzzy",NA,NA
"Ax.Girth","140","test34_IndolentIzzy",NA,NA
"Whisker","N","test34_IndolentIzzy",NA,NA
"Fur","N","test34_IndolentIzzy",NA,NA
"Blubber","N","test34_IndolentIzzy",NA,NA
"Ultrasound.skull.depth_cm","2.48","test34_IndolentIzzy",NA,NA
"Instruments","Somniseal V3, MK10, VHF V2","test34_IndolentIzzy",NA,NA
"MK10.ID","07A0349","test34_IndolentIzzy",NA,NA
"Time.Deploy.VHF_magnet.off","04/27/2021 07:15:00","test34_IndolentIzzy",2021-04-27 07:15:00,2021-04-27 07:15:00
"test.VHF.pings.on","Yes","test34_IndolentIzzy",NA,NA
"Time.Deploy.MK10_ON.magnet","04/26/2021 14:50:00","test34_IndolentIzzy",2021-04-26 14:50:00,2021-04-26 14:50:00
"Time.Deploy.MK10.in.GMT","04/26/2021 21:50:00","test34_IndolentIzzy",2021-04-26 21:50:00,2021-04-26 21:50:00
"OFF.DAYS.in.When.to.Transmit","OFF 4/27, 28, 29, 30, 5/1, ON 5/2","test34_IndolentIzzy",NA,NA
"Program.stop.transmit.MK10","04/26/2021 17:00:00","test34_IndolentIzzy",2021-04-26 17:00:00,2021-04-26 17:00:00
"Program.stop.MK10_GMT","04/27/2021 00:00:00","test34_IndolentIzzy",2021-04-27 00:00:00,2021-04-27 00:00:00
"Program.start.transmit.MK10","05/01/2021 17:00:00","test34_IndolentIzzy",2021-05-01 17:00:00,2021-05-01 17:00:00
"Program.start.MK10_GMT","05/02/2021 00:00:00","test34_IndolentIzzy",2021-05-02 00:00:00,2021-05-02 00:00:00
"test.transmit.working","Yes","test34_IndolentIzzy",NA,NA
"last.test.transmit.time","0","test34_IndolentIzzy",NA,NA
"last.transmit.time.recovery","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"First.Calibration.Event.Type","Shakes","test34_IndolentIzzy",NA,NA
"First.Calibration.Event.Start","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"First.Calibration.Event.End","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"Expected.Duration","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"Logger.Event.Time.Start_TYPE","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"Logger.Event.Time.End_TYPE","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"Actual.Duration","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"Event2_type","Shakes","test34_IndolentIzzy",NA,NA
"Last.Calibration.Event.2.Start","05/02/2021 12:41:00","test34_IndolentIzzy",2021-05-02 12:41:00,2021-05-02 12:41:00
"Last.Calibration.Event.2.End","05/02/2021 12:41:10","test34_IndolentIzzy",2021-05-02 12:41:10,2021-05-02 12:41:10
"Logger.Event.Time.Start_TYPE.1","01/00/1900 00:00:10","test34_IndolentIzzy",NA,NA
"Logger.Event.Time.End_TYPE.1","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"Actual.Duration.1","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"Offset.NOT.accounted.for.by.Insert.Restart.Delays","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"Type.in.OFFSET","05/02/2021 12:41:00","test34_IndolentIzzy",2021-05-02 12:41:00,2021-05-02 12:41:00
"Event3_type","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"Additional.Sync.Event.Start","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"Additional.Sync.Event.End","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"Time.of.water.entry","01/00/1900 00:00:00","test34_IndolentIzzy",NA,NA
"Recording.Duration_s","0","test34_IndolentIzzy",NA,NA
"Recording.Duration_days","0","test34_IndolentIzzy",NA,NA
"Recording.Duration_based.on.start.stop","5.83125","test34_IndolentIzzy",NA,NA
"Extra.Sedation","No","test34_IndolentIzzy",NA,NA
"Experiment.Duration_days.from.attachment.to.removal","4.997604167","test34_IndolentIzzy",NA,NA
"Pickup.Crew","0","test34_IndolentIzzy",NA,NA
"Attachment.Crew","R.Holser, J.Kendall-Bar, A.Favilla, R.Beltran, L.Keehan","test34_IndolentIzzy",NA,NA
"Release.Crew","J.Kendall-Bar, P.Robinson, R.Beltran","test34_IndolentIzzy",NA,NA
"Animal.Comment","0","test34_IndolentIzzy",NA,NA
"Begin.Calm.in.Water.for.ICA","04/28/2021 13:16:20","test34_IndolentIzzy",2021-04-28 13:16:20,2021-04-28 13:16:20
"End.Calm.in.Water.for.ICA","04/28/2021 13:36:00","test34_IndolentIzzy",2021-04-28 13:36:00,2021-04-28 13:36:00
"Duration.for.ICA","00:19:40","test34_IndolentIzzy",NA,NA
"Best.EOG.EMG.EEG","3,5,6,9","test34_IndolentIzzy",NA,NA
"ICA.Decomposition.Quality","OK","test34_IndolentIzzy",NA,NA
"ICA.Component.Maximal.Brain","4","test34_IndolentIzzy",NA,NA
"ICA.Component.Maximal.Heart","6","test34_IndolentIzzy",NA,NA
"Pruned.with.ICA.Components","1,2,3,6","test34_IndolentIzzy",NA,NA
"Channel.Configuration","[19 16 15 18 17 20 21 25 29]","test34_IndolentIzzy",NA,NA
"Attachment.Orientation","on its side","test34_IndolentIzzy",NA,NA
"Time.for.orientation","04/26/2021 11:17:32","test34_IndolentIzzy",2021-04-26 11:17:32,2021-04-26 11:17:32
"AccX.during.attachment","-0.02192","test34_IndolentIzzy",NA,NA
"AccY.during.attachment","-0.97304","test34_IndolentIzzy",NA,NA
"AccZ.during.attachment","-0.2173","test34_IndolentIzzy",NA,NA
"Recording.ID","XLOC_2-yr-juvenile","test35_JauntingJuliette",NA,NA
"Test.Number","35","test35_JauntingJuliette",NA,NA
"Deployment","13","test35_JauntingJuliette",NA,NA
"Seal.Number","24","test35_JauntingJuliette",NA,NA
"Sex","F","test35_JauntingJuliette",NA,NA
"Version","V4","test35_JauntingJuliette",NA,NA
"Age","(2,3]","test35_JauntingJuliette",NA,NA
"Age.Estimate","~2.2 years old","test35_JauntingJuliette",NA,NA
"Seal.ID","K666","test35_JauntingJuliette",NA,NA
"Pressed.Start.Logger","04/01/2022 21:22:58","test35_JauntingJuliette",2022-04-01 21:22:58,2022-04-01 21:22:58
"Logger.Start","04/01/2022 21:23:58","test35_JauntingJuliette",2022-04-01 21:23:58,2022-04-01 21:23:58
"Start.from.Real.Time.Clock","03/31/2022 21:24:00","test35_JauntingJuliette",2022-03-31 21:24:00,2022-03-31 21:24:00
"Start.for.EDF.Files","04/01/2022 21:24:00","test35_JauntingJuliette",2022-04-01 21:24:00,2022-04-01 21:24:00
"Duration_ON_ANIMAL_h","86.41777778","test35_JauntingJuliette",NA,NA
"ON.ANIMAL","04/02/2022 18:38:29","test35_JauntingJuliette",2022-04-02 18:38:29,2022-04-02 18:38:29
"OFF.ANIMAL","04/06/2022 09:03:33","test35_JauntingJuliette",2022-04-06 09:03:33,2022-04-06 09:03:33
"Attachment_InitialStick","04/02/2022 17:34:30","test35_JauntingJuliette",2022-04-02 17:34:30,2022-04-02 17:34:30
"Removal_InitialStick","04/06/2022 08:36:22","test35_JauntingJuliette",2022-04-06 08:36:22,2022-04-06 08:36:22
"Logger.Used","L1","test35_JauntingJuliette",NA,NA
"SD.Card.Used","4","test35_JauntingJuliette",NA,NA
"Configuration.Notes","connector config.py Oversampling ""upside down"" protocol used","test35_JauntingJuliette",NA,NA
"Restarts.Present","Yes","test35_JauntingJuliette",NA,NA
"Number.of.Restarts","1","test35_JauntingJuliette",NA,NA
"X.factor.per.restart","0","test35_JauntingJuliette",NA,NA
"First.Restart.Seconds.Elapsed","0","test35_JauntingJuliette",NA,NA
"Last.Restart.Seconds.Elapsed","0","test35_JauntingJuliette",NA,NA
"First.Restart.Time","01/00/1900 00:00:00.000","test35_JauntingJuliette",NA,NA
"Last.Restart.Time","01/00/1900 00:00:00.000","test35_JauntingJuliette",NA,NA
"Device.Failure","No","test35_JauntingJuliette",NA,NA
"Mass.with.cage_kg","293","test35_JauntingJuliette",NA,NA
"Mass.cage_kg","82","test35_JauntingJuliette",NA,NA
"Mass.animal._kg","211","test35_JauntingJuliette",NA,NA
"Mass.animal.post.study_kg","0","test35_JauntingJuliette",NA,NA
"Flipper.Tag.1","GK677","test35_JauntingJuliette",NA,NA
"Position","L-iu-Si","test35_JauntingJuliette",NA,NA
"Flipper.Tag.2","GK666","test35_JauntingJuliette",NA,NA
"Position.1","R-ou-So","test35_JauntingJuliette",NA,NA
"Mark","0","test35_JauntingJuliette",NA,NA
"Mark.Position","0","test35_JauntingJuliette",NA,NA
"Birth.date","0","test35_JauntingJuliette",NA,NA
"Wean.date","01/00/1900 00:00:00","test35_JauntingJuliette",NA,NA
"Tagged.date","01/00/1900 00:00:00","test35_JauntingJuliette",NA,NA
"Wean.weight_kg","0","test35_JauntingJuliette",NA,NA
"Weaner.ID","0","test35_JauntingJuliette",NA,NA
"Wean.Standard.Length","0","test35_JauntingJuliette",NA,NA
"Wean.Ax.Girth","0","test35_JauntingJuliette",NA,NA
"Animal.ID","55573","test35_JauntingJuliette",NA,NA
"Deployment.Resight.ID","398056","test35_JauntingJuliette",NA,NA
"Recovery.Resight.ID","0","test35_JauntingJuliette",NA,NA
"Deploy.ID","NESE0870ANNU","test35_JauntingJuliette",NA,NA
"Seal.ID.1","K666","test35_JauntingJuliette",NA,NA
"TOPP.ID","2022033","test35_JauntingJuliette",NA,NA
"Deploy.Time","44652.70833","test35_JauntingJuliette",NA,NA
"Deploy.Latitude","36.95309","test35_JauntingJuliette",NA,NA
"Deploy.Longitude","-122.064361","test35_JauntingJuliette",NA,NA
"Initial.sedation.location","MBBU","test35_JauntingJuliette",NA,NA
"Attachment.Time..GMT.","44654.02396","test35_JauntingJuliette",NA,NA
"Attachment.Latitude","37.116792","test35_JauntingJuliette",NA,NA
"Attachment.Longitude","-122.330776","test35_JauntingJuliette",NA,NA
"Recovery.procedure.location","BBN","test35_JauntingJuliette",NA,NA
"Recovery.Time..GMT.","44657.65025","test35_JauntingJuliette",NA,NA
"Recovery.Latitude","37.117973","test35_JauntingJuliette",NA,NA
"Recovery.Longitude","-122.335667","test35_JauntingJuliette",NA,NA
"Blood","Yes - 2 red, 2 purple","test35_JauntingJuliette",NA,NA
"Serum.banked.for.CORT","Yes","test35_JauntingJuliette",NA,NA
"Hematocrit","52 / 54 / 52 / 52","test35_JauntingJuliette",NA,NA
"Standard.Length","199","test35_JauntingJuliette",NA,NA
"Curved.Length","210","test35_JauntingJuliette",NA,NA
"Ax.Girth","160","test35_JauntingJuliette",NA,NA
"Whisker","N","test35_JauntingJuliette",NA,NA
"Fur","N","test35_JauntingJuliette",NA,NA
"Blubber","N","test35_JauntingJuliette",NA,NA
"Ultrasound.skull.depth_cm","2.002","test35_JauntingJuliette",NA,NA
"Instruments","Somniseal V4, MK10, VHF 1 - 149.372","test35_JauntingJuliette",NA,NA
"MK10.ID","04/01/2022 17:00:00","test35_JauntingJuliette",2022-04-01 17:00:00,2022-04-01 17:00:00
"Time.Deploy.VHF_magnet.off","Yes","test35_JauntingJuliette",NA,NA
"test.VHF.pings.on","04/01/2022 17:00:00","test35_JauntingJuliette",2022-04-01 17:00:00,2022-04-01 17:00:00
"Time.Deploy.MK10_ON.magnet","04/02/2022 00:00:00","test35_JauntingJuliette",2022-04-02 00:00:00,2022-04-02 00:00:00
"Time.Deploy.MK10.in.GMT","ON ALL","test35_JauntingJuliette",NA,NA
"Program.start.MK10_GMT","Yes","test35_JauntingJuliette",NA,NA
"last.test.transmit.time","01/00/1900 00:00:00","test35_JauntingJuliette",NA,NA
"last.transmit.time.recovery","Shakes","test35_JauntingJuliette",NA,NA
"First.Calibration.Event.Type","04/01/2022 21:41:00","test35_JauntingJuliette",2022-04-01 21:41:00,2022-04-01 21:41:00
"First.Calibration.Event.Start","04/01/2022 21:41:10","test35_JauntingJuliette",2022-04-01 21:41:10,2022-04-01 21:41:10
"First.Calibration.Event.End","01/00/1900 00:00:10","test35_JauntingJuliette",NA,NA
"Expected.Duration","01/00/1900 00:00:00","test35_JauntingJuliette",NA,NA
"Logger.Event.Time.Start_TYPE","01/00/1900 00:00:00","test35_JauntingJuliette",NA,NA
"Logger.Event.Time.End_TYPE","01/00/1900 00:00:00","test35_JauntingJuliette",NA,NA
"Actual.Duration","Shakes","test35_JauntingJuliette",NA,NA
"Event2_type","04/06/2022 11:56:00","test35_JauntingJuliette",2022-04-06 11:56:00,2022-04-06 11:56:00
"Last.Calibration.Event.2.Start","04/06/2022 11:56:10","test35_JauntingJuliette",2022-04-06 11:56:10,2022-04-06 11:56:10
"Last.Calibration.Event.2.End","01/00/1900 00:00:10","test35_JauntingJuliette",NA,NA
"Logger.Event.Time.Start_TYPE.1","01/00/1900 00:00:00","test35_JauntingJuliette",NA,NA
"Logger.Event.Time.End_TYPE.1","01/00/1900 00:00:00","test35_JauntingJuliette",NA,NA
"Actual.Duration.1","01/00/1900 00:00:00","test35_JauntingJuliette",NA,NA
"Offset.NOT.accounted.for.by.Insert.Restart.Delays","01/04/1900 14:15:00","test35_JauntingJuliette",1900-01-04 14:15:00,1900-01-04 14:15:00
"Type.in.OFFSET","01/00/1900 00:00:00","test35_JauntingJuliette",NA,NA
"Event3_type","01/00/1900 00:00:00","test35_JauntingJuliette",NA,NA
"Additional.Sync.Event.Start","01/00/1900 00:00:00","test35_JauntingJuliette",NA,NA
"Additional.Sync.Event.End","01/00/1900 00:00:00","test35_JauntingJuliette",NA,NA
"Time.of.water.entry","0","test35_JauntingJuliette",NA,NA
"Recording.Duration_s","0","test35_JauntingJuliette",NA,NA
"Recording.Duration_days","4.641921296","test35_JauntingJuliette",NA,NA
"Recording.Duration_based.on.start.stop","No","test35_JauntingJuliette",NA,NA
"Reason","3.626296296","test35_JauntingJuliette",NA,NA
"Experiment.Duration_days.from.attachment.to.removal","R. Holser, L. Keehan, J. Kendall-Bar, A. Favilla, R. Jones, P.Robinson","test35_JauntingJuliette",NA,NA
"Pickup.Crew","0","test35_JauntingJuliette",NA,NA
"Attachment.Crew","R. Holser, J. Kendall-Bar, C. Brown, J. Tremblay, A. Patrician","test35_JauntingJuliette",NA,NA
"Release.Crew","Resight comment for recovery: Seal was instrumented and translocated on April 2 as part of sleep study by J.Kendall-Bar TOPPID 2022033. Instrument was recovered today, animal looks healthy and in good body condition. Made sure to check on headcap region and eyes regarding previous concerns and all seems normal.","test35_JauntingJuliette",NA,NA
"Begin.Calm.in.Water.for.ICA","04/03/2022 21:24:13","test35_JauntingJuliette",2022-04-03 21:24:13,2022-04-03 21:24:13
"End.Calm.in.Water.for.ICA","04/03/2022 21:36:07","test35_JauntingJuliette",2022-04-03 21:36:07,2022-04-03 21:36:07
"Duration.for.ICA","00:11:54","test35_JauntingJuliette",NA,NA
"Best.EOG.EMG.EEG","2,4,7,8","test35_JauntingJuliette",NA,NA
"ICA.Decomposition.Quality","Good","test35_JauntingJuliette",NA,NA
"ICA.Component.Maximal.Brain","8","test35_JauntingJuliette",NA,NA
"ICA.Component.Maximal.Heart","1","test35_JauntingJuliette",NA,NA
"Pruned.with.ICA.Components","1,2,3,5","test35_JauntingJuliette",NA,NA
"Channel.Configuration","[19 16 15 18 17 20 21 25 29]","test35_JauntingJuliette",NA,NA
"Attachment.Orientation","on its side","test35_JauntingJuliette",NA,NA
